generation,member,lr,metric,metric_delta,metric_ema,metric_ema_delta,state,direction_streak,action,reason,action_ready,safety_check,proposed_lr,bounded_lr,applied
35,fixed_lr_3e-6,3e-06,0.3891245944529325,0.0004047951290394036,0.3897146261633069,0.0005900317103744168,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
35,fixed_lr_4p5e-6,4.5e-06,0.3863557620468086,0.00047107396545847946,0.3866851147322966,0.00032935268548800467,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
35,fixed_lr_6e-6,6e-06,0.3847550892509674,0.00036430371355866686,0.38480006496928587,4.497571831851843e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
35,fixed_lr_7p5e-6,7.5e-06,0.3746759937336765,0.0020017876953197233,0.3767790392494891,0.002103045515812585,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
35,fixed_lr_9e-6,9e-06,0.372103724167052,0.0037989362834817686,0.3738727336814168,0.001769009514364872,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
35,fixed_lr_10p5e-6,1.05e-05,0.37166293576371107,-0.001991947435342367,0.371759034145396,9.609838168500584e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
35,fixed_lr_12e-6,1.2e-05,0.3729870735086247,-0.0006132497223073075,0.3728181112694772,-0.00016896223914747432,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
35,fixed_lr_14e-6,1.4e-05,0.37085770295449355,0.0006884678709128678,0.3712555051591616,0.00039780220466811844,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
36,fixed_lr_3e-6,3e-06,0.38992743940495,-0.0008028449520174896,0.38982103278412844,-0.00010640662082156416,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
36,fixed_lr_4p5e-6,4.5e-06,0.3854124618063729,0.0009433002404357071,0.38604878826933475,0.0006363264629618559,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
36,fixed_lr_6e-6,6e-06,0.3849261927687844,-0.00017110351781701727,0.3848631288690352,-6.306389974930493e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
36,fixed_lr_7p5e-6,7.5e-06,0.3756637844421715,-0.0009877907084950288,0.3762214118458303,0.000557627403658778,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
36,fixed_lr_9e-6,9e-06,0.3718111315587293,0.00029259260832270595,0.37284193262007304,0.001030801061343789,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
36,fixed_lr_10p5e-6,1.05e-05,0.3722905349397457,-0.00062759917603461,0.3720247845425708,-0.0002657503971748021,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
36,fixed_lr_12e-6,1.2e-05,0.3715948474043534,0.0013922261042713102,0.3722064793369153,0.000611631932561918,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
36,fixed_lr_14e-6,1.4e-05,0.37092162970827125,-6.392675377769885e-05,0.37108856743371643,0.00016693772544518204,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
37,fixed_lr_3e-6,3e-06,0.38832164181061907,0.0016057975943309377,0.38907133729737375,0.0007496954867546868,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
37,fixed_lr_4p5e-6,4.5e-06,0.3846789150060102,0.0007335468003626944,0.3853638516376725,0.0006849366316622474,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
37,fixed_lr_6e-6,6e-06,0.3816732255947823,0.0032529671740021415,0.38326817723190876,0.0015949516371264183,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
37,fixed_lr_7p5e-6,7.5e-06,0.3766642570610297,-0.0010004726188581614,0.37644283445342996,-0.00022142260759966392,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
37,fixed_lr_9e-6,9e-06,0.3748174612109484,-0.0030063296522190863,0.3738296969155107,-0.0009877642954376764,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
37,fixed_lr_10p5e-6,1.05e-05,0.37385982613344454,-0.001569291193698863,0.37294230533800765,-0.0009175207954368325,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
37,fixed_lr_12e-6,1.2e-05,0.37540359201780976,-0.003808744613456372,0.37380503567736256,-0.0015985563404472547,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
37,fixed_lr_14e-6,1.4e-05,0.37092728724558127,-5.657537310022054e-06,0.3710079273396488,8.064009406760775e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
38,fixed_lr_3e-6,3e-06,0.390230077789582,-0.0019084359789629524,0.38965070754347786,-0.000579370246104105,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
38,fixed_lr_4p5e-6,4.5e-06,0.3845771833537168,0.00010173165229337977,0.38497051749569466,0.00039333414197784133,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
38,fixed_lr_6e-6,6e-06,0.378248914010632,0.003424311584150297,0.3807585456212704,0.0025096316106383854,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
38,fixed_lr_7p5e-6,7.5e-06,0.3747446381430711,0.0019196189179586098,0.37559373629825055,0.0008490981551794174,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
38,fixed_lr_9e-6,9e-06,0.37298519307073785,0.0018322681402105356,0.3734074449931243,0.0004222519223864296,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
38,fixed_lr_10p5e-6,1.05e-05,0.37336360905099963,0.0004962170824449053,0.37315295719450364,-0.00021065185649599139,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
38,fixed_lr_12e-6,1.2e-05,0.37263878291635705,0.0027648091014527143,0.37322190929685983,0.0005831263805027298,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
38,fixed_lr_14e-6,1.4e-05,0.370150382885496,0.0007769043600852621,0.37057915511257244,0.0004287722270763794,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
39,fixed_lr_3e-6,3e-06,0.38782357348260876,0.002406504306973256,0.3887371405130433,0.0009135670304345478,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
39,fixed_lr_4p5e-6,4.5e-06,0.384191951710045,0.00038523164367182394,0.38458123460286986,0.0003892828928248049,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
39,fixed_lr_6e-6,6e-06,0.37698950911610796,0.00125940489452403,0.37887402736868914,0.0018845182525812354,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
39,fixed_lr_7p5e-6,7.5e-06,0.3757885140022312,-0.0010438758591601038,0.37569112515024083,-9.738885199028768e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
39,fixed_lr_9e-6,9e-06,0.3708322718052232,0.00215292126551464,0.3721198583991737,0.0012875865939505626,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
39,fixed_lr_10p5e-6,1.05e-05,0.37347040219216865,-0.00010679314116901484,0.3733116796933361,-0.00015872249883247536,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
39,fixed_lr_12e-6,1.2e-05,0.37024594023010643,0.002392842686250618,0.3717339247634831,0.0014879845333767294,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
39,fixed_lr_14e-6,1.4e-05,0.3675919752394499,0.0025584076460460903,0.3690855651760112,0.0014935899365612348,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
40,fixed_lr_3e-6,3e-06,0.3873770269116749,0.00044654657093384786,0.38805708371235914,0.0006800568006841701,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
40,fixed_lr_4p5e-6,4.5e-06,0.38410143851880196,9.05131912430357e-05,0.3843413365608359,0.00023989804203394804,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
40,fixed_lr_6e-6,6e-06,0.37652095530056884,0.0004685538155391189,0.377697491334629,0.0011765360340601494,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
40,fixed_lr_7p5e-6,7.5e-06,0.3756031946446615,0.00018531935756965767,0.3756471598974512,4.396525278965724e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
40,fixed_lr_9e-6,9e-06,0.37375983542229063,-0.002927563617067419,0.3729398469107322,-0.000819988511558456,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
40,fixed_lr_10p5e-6,1.05e-05,0.37390880192893927,-0.0004383997367706227,0.3736102408111377,-0.0002985611178015768,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
40,fixed_lr_12e-6,1.2e-05,0.37270344714304765,-0.002457506912941221,0.37221868595326535,-0.0004847611897822457,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
40,fixed_lr_14e-6,1.4e-05,0.3687098798114872,-0.0011179045720372538,0.3688977224937492,0.00018784268226201828,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
41,fixed_lr_3e-6,3e-06,0.3858949847313861,0.0014820421802888006,0.38697603422187266,0.0010810494904864854,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
41,fixed_lr_4p5e-6,4.5e-06,0.3839750395123573,0.00012639900644467739,0.3841581880365966,0.00018314852423928496,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
41,fixed_lr_6e-6,6e-06,0.37695748076017854,-0.00043652545960970457,0.37732748604740374,0.00037000528722525017,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
41,fixed_lr_7p5e-6,7.5e-06,0.3741657395530241,0.0014374550916373963,0.3749064497252377,0.000740710172213499,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
41,fixed_lr_9e-6,9e-06,0.3735130365730701,0.00024679884922051976,0.3732264417419011,-0.00028659483116894036,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
41,fixed_lr_10p5e-6,1.05e-05,0.37425571836970245,-0.0003469164407631786,0.37393297959042004,-0.00032273877928234995,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
41,fixed_lr_12e-6,1.2e-05,0.37026300015616675,0.0024404469868808953,0.37124084305471605,0.000977842898549297,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
41,fixed_lr_14e-6,1.4e-05,0.3688449287636687,-0.0001350489521815268,0.36887132562870895,2.6396865040245743e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
42,fixed_lr_3e-6,3e-06,0.38571735874417346,0.00017762598721265954,0.38634669648302306,0.0006293377388496002,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
42,fixed_lr_4p5e-6,4.5e-06,0.38436139355937854,-0.0003863540470212534,0.38425979079798755,-0.00010160276139092872,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
42,fixed_lr_6e-6,6e-06,0.3762851091157024,0.0006723716444761441,0.37680629758155304,0.0005211884658506971,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
42,fixed_lr_7p5e-6,7.5e-06,0.37245344756028725,0.0017122919927368696,0.37367994864276244,0.0012265010824752398,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
42,fixed_lr_9e-6,9e-06,0.37413772873380724,-0.0006246921607371281,0.3736820852378542,-0.00045564349595306197,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
42,fixed_lr_10p5e-6,1.05e-05,0.37394054137537047,0.0003151769943319782,0.37393676048289526,-3.7808924752136264e-06,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
42,fixed_lr_12e-6,1.2e-05,0.37100164062173435,-0.0007386404655675971,0.3711212418382252,0.00011960121649084998,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
42,fixed_lr_14e-6,1.4e-05,0.3679128795422636,0.0009320492214051068,0.36839210258548627,0.0004792230432226763,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
43,fixed_lr_3e-6,3e-06,0.38405375791768526,0.0016636008264881985,0.3852002272003542,0.0011464692826688716,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
43,fixed_lr_4p5e-6,4.5e-06,0.3852668474793423,-0.0009054539199637723,0.3847633191386649,-0.0005035283406773505,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
43,fixed_lr_6e-6,6e-06,0.37581511938306217,0.00046998973264023025,0.37631070848230763,0.0004955890992454082,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
43,fixed_lr_7p5e-6,7.5e-06,0.3733226081878056,-0.0008691606275183505,0.373501278415284,0.00017867022747841688,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
43,fixed_lr_9e-6,9e-06,0.3704652856703865,0.0036724430634207383,0.37207368545412034,0.0016083997837338382,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
43,fixed_lr_10p5e-6,1.05e-05,0.37518863195351165,-0.001248090578141181,0.3745626962182035,-0.0006259357353082251,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
43,fixed_lr_12e-6,1.2e-05,0.37008039159350475,0.0009212490282295982,0.370600816715865,0.0005204251223602241,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
43,fixed_lr_14e-6,1.4e-05,0.368992068975179,-0.0010791894329154061,0.36869208578033263,-0.00029998319484636493,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
44,fixed_lr_3e-6,3e-06,0.38567504429898336,-0.0016212863812981038,0.38543763574966877,-0.00023740854931458832,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
44,fixed_lr_4p5e-6,4.5e-06,0.3850686487592986,0.00019819872004372963,0.38491598394898174,-0.0001526648103168382,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
44,fixed_lr_6e-6,6e-06,0.3761279078951999,-0.0003127885121377294,0.37621930818875376,9.140029355386714e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
44,fixed_lr_7p5e-6,7.5e-06,0.37286383167090753,0.00045877651689807397,0.3731825550430958,0.0003187233721882454,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
44,fixed_lr_9e-6,9e-06,0.3696739329006712,0.0007913527697153144,0.37087380917739576,0.0011998762767245763,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
44,fixed_lr_10p5e-6,1.05e-05,0.372006349307676,0.0031822826458356435,0.3732845227629398,0.0012781734552637092,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
44,fixed_lr_12e-6,1.2e-05,0.3704006704101961,-0.00032027881669133285,0.37050074356303053,0.00010007315283444562,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
44,fixed_lr_14e-6,1.4e-05,0.3689279131382913,6.415583688768045e-05,0.368809999459312,-0.00011791367897934224,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
45,fixed_lr_3e-6,3e-06,0.38836448089305337,-0.002689436594070005,0.38690105832136107,-0.0014634225716922966,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
45,fixed_lr_4p5e-6,4.5e-06,0.38478959066933327,0.0002790580899653117,0.3848527873091575,6.319663982423673e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
45,fixed_lr_6e-6,6e-06,0.37709113698131164,-0.0009632290861117387,0.3766552225850327,-0.0004359143962789358,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
45,fixed_lr_7p5e-6,7.5e-06,0.3715445474164407,0.0013192842544668126,0.3723635512297683,0.0008190038133275013,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
45,fixed_lr_9e-6,9e-06,0.37114332716611187,-0.0014693942654406822,0.3710085681717538,-0.00013475899435805294,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
45,fixed_lr_10p5e-6,1.05e-05,0.37547445654012274,-0.0034681072324467266,0.3743794896515312,-0.0010949668885914532,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
45,fixed_lr_12e-6,1.2e-05,0.3700628443882801,0.0003378260219160101,0.3702817939756553,0.00021894958737522785,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
45,fixed_lr_14e-6,1.4e-05,0.3683128236475532,0.0006150894907381299,0.3685614115534326,0.00024858790587939383,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
46,fixed_lr_3e-6,3e-06,0.38907295317696705,-0.0007084722839136859,0.38798700574916406,-0.0010859474278029912,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
46,fixed_lr_4p5e-6,4.5e-06,0.38154937586631094,0.0032402148030223343,0.38320108158773425,0.0016517057214232578,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
46,fixed_lr_6e-6,6e-06,0.3775094116872169,-0.00041827470590527493,0.37708231713612483,-0.0004270945510921331,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
46,fixed_lr_7p5e-6,7.5e-06,0.36970221656773744,0.0018423308487032775,0.3710328838987529,0.0013306673310153894,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
46,fixed_lr_9e-6,9e-06,0.3720548990528057,-0.0009115718866938294,0.37153173361227976,-0.0005231654405259412,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
46,fixed_lr_10p5e-6,1.05e-05,0.36994980839025293,0.005524648149869804,0.3721646490208921,0.0022148406306391477,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
46,fixed_lr_12e-6,1.2e-05,0.3686106063923707,0.0014522379959093779,0.369446200184013,0.0008355937916423306,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
46,fixed_lr_14e-6,1.4e-05,0.3683476374337077,-3.481378615449726e-05,0.36845452449357013,0.00010688705986244829,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
47,fixed_lr_3e-6,3e-06,0.3874832725998924,0.001589680577074648,0.38773513917452823,0.0002518665746358284,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
47,fixed_lr_4p5e-6,4.5e-06,0.38269667974916854,-0.0011473038828576088,0.3829488806684514,0.00025220091928285227,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
47,fixed_lr_6e-6,6e-06,0.37726738530771314,0.00024202637950376804,0.37717485122191896,-9.253408579412703e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
47,fixed_lr_7p5e-6,7.5e-06,0.3708805322391933,-0.0011783156714558762,0.3709567080689731,7.617582977981208e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
47,fixed_lr_9e-6,9e-06,0.3735348140584121,-0.0014799150056064025,0.37253327383534596,-0.0010015402230661996,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
47,fixed_lr_10p5e-6,1.05e-05,0.3731912441193063,-0.003241435729053388,0.37267794657009923,-0.0005132975492071479,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
47,fixed_lr_12e-6,1.2e-05,0.36939842469399203,-0.0007878183016213347,0.3694223124390025,2.388774501049795e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
47,fixed_lr_14e-6,1.4e-05,0.36845777797006474,-0.00011014053635705068,0.3684561512318174,-1.6267382472734404e-06,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
48,fixed_lr_3e-6,3e-06,0.38604279504484085,0.0014404775550515558,0.38688896710968457,0.0008461720648436644,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
48,fixed_lr_4p5e-6,4.5e-06,0.3826180704673116,7.860928185693394e-05,0.3827834755678815,0.0001654051005698931,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
48,fixed_lr_6e-6,6e-06,0.37749148518570325,-0.00022409987799010267,0.37733316820381113,-0.00015831698189217036,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
48,fixed_lr_7p5e-6,7.5e-06,0.37091322431266166,-3.269207346834335e-05,0.37093496619081734,2.1741878155734362e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
48,fixed_lr_9e-6,9e-06,0.3699612480615621,0.003573565996849992,0.37124726094845406,0.0012860128868918963,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
48,fixed_lr_10p5e-6,1.05e-05,0.37193810256946636,0.0012531415498399645,0.3723080245697828,0.00036992200031643607,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
48,fixed_lr_12e-6,1.2e-05,0.3686472595241531,0.0007511651698389188,0.3690347859815778,0.0003875264574246806,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
48,fixed_lr_14e-6,1.4e-05,0.367931863283146,0.0005259146869187603,0.3681940072574817,0.0002621439743357157,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
49,fixed_lr_3e-6,3e-06,0.385816842068115,0.00022595297672584058,0.3863529045888998,0.0005360625207847525,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
49,fixed_lr_4p5e-6,4.5e-06,0.3812162033184875,0.0014018671488241208,0.3819998394431845,0.0007836361246970069,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
49,fixed_lr_6e-6,6e-06,0.37778570002900297,-0.0002942148432997227,0.377559434116407,-0.00022626591259589102,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
49,fixed_lr_7p5e-6,7.5e-06,0.3706241059890267,0.0002891183236349848,0.370779536089922,0.00015543010089535958,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
49,fixed_lr_9e-6,9e-06,0.3693373849594276,0.0006238631021345253,0.3702923229539408,0.0009549379945132386,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
49,fixed_lr_10p5e-6,1.05e-05,0.37266289805318925,-0.0007247954837228954,0.372485461311486,-0.00017743674170322965,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
49,fixed_lr_12e-6,1.2e-05,0.3689083956927417,-0.0002611361685885827,0.36897159083715975,6.319514441804897e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
49,fixed_lr_14e-6,1.4e-05,0.3682207642060137,-0.0002889009228677075,0.3682073857317477,-1.3378474266023677e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
50,fixed_lr_3e-6,3e-06,0.3858245697377049,-7.727669589896458e-06,0.3860887371633024,0.000264167425597428,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
50,fixed_lr_4p5e-6,4.5e-06,0.38017504723645557,0.0010411560820319243,0.38108744333982003,0.0009123961033644656,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
50,fixed_lr_6e-6,6e-06,0.37712388868662977,0.0006618113423731975,0.37734166140151837,0.00021777271488865324,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
50,fixed_lr_7p5e-6,7.5e-06,0.3684925349273177,0.00213157106170897,0.36963603550861984,0.001143500581302137,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
50,fixed_lr_9e-6,9e-06,0.36921703402646394,0.00012035093296364208,0.3697546784902024,0.0005376444637384403,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
50,fixed_lr_10p5e-6,1.05e-05,0.37135818519001773,0.00130471286317152,0.37192182325075185,0.0005636380607341729,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
50,fixed_lr_12e-6,1.2e-05,0.3693788316258124,-0.00047043593307072307,0.3691752112314861,-0.0002036203943263648,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
50,fixed_lr_14e-6,1.4e-05,0.3682512188844538,-3.0454678440094973e-05,0.36822930230810075,-2.191657635303157e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
51,fixed_lr_3e-6,3e-06,0.3858715692794893,-4.6999541784387144e-05,0.38598015322139584,0.00010858394190654819,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
51,fixed_lr_4p5e-6,4.5e-06,0.3805094205776889,-0.0003343733412333183,0.38079843195875446,0.00028901138106557367,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
51,fixed_lr_6e-6,6e-06,0.3752248770516415,0.0018990116349882902,0.37628326922657995,0.0010583921749384162,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
51,fixed_lr_7p5e-6,7.5e-06,0.368095755805131,0.00039677912218671896,0.36886589565687544,0.0007701398517444003,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
51,fixed_lr_9e-6,9e-06,0.37228012010668965,-0.0030630860802257076,0.371017399298446,-0.0012627208082436336,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
51,fixed_lr_10p5e-6,1.05e-05,0.369689864831583,0.0016683203584347273,0.37080584404116745,0.0011159792095843946,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
51,fixed_lr_12e-6,1.2e-05,0.36747060100709533,0.0019082306187170883,0.36832290611929075,0.0008523051121953618,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
51,fixed_lr_14e-6,1.4e-05,0.3676616637423439,0.0005895551421098988,0.36794548302522234,0.00028381928287840585,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
52,fixed_lr_3e-6,3e-06,0.3851269749744061,0.0007445943050831683,0.385553564097901,0.0004265891234948582,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
52,fixed_lr_4p5e-6,4.5e-06,0.3799392785825517,0.0005701419951371633,0.3803688552706531,0.00042957668810134075,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
52,fixed_lr_6e-6,6e-06,0.3718764991711918,0.003348377880449671,0.3740798841988859,0.0022033850276940714,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
